REGION	UNIT	DATE	INCIDENT NUMBER	ACRES	FIRE NAME	CAUSE	LAT	LONG
Three	San Luis Obispo	8/4/2010	6001	1	SHALEROCK RD  SLO_CO	Undetermined	35.6411	-120.5681
Three	San Luis Obispo	8/4/2010	6002	2	MUSTARD	Undetermined	35.6739	-120.73
Three	San Luis Obispo	8/5/2010	178	0.1		Playing With Fire	35.7089	-120.695
Three	San Luis Obispo	8/10/2010	6176	0.1	CORAL CIR  PB	Undetermined	35.14	-120.6281
Three	San Luis Obispo	8/15/2010	6315	1	HWY 46E  / MCMILLAN CANYO	Campfire	35.6611	-120.4139
Three	San Luis Obispo	8/16/2010	6332	0.1	ADELAIDA RD  SLO_CO	Undetermined	35.6519	-120.7519
Three	San Luis Obispo	8/21/2010	6481	1200	POZO	Undetermined	35.3111	-120.3581
Three	San Luis Obispo	8/22/2010	6527	0.5	KILER	Campfire	35.605	-120.7231
Three	San Luis Obispo	8/23/2010	6554	0.1	SAN BERNARDO CREEK RD  SL	Undetermined	35.3619	-120.8069
Three	San Luis Obispo	8/25/2010	6594	0.1	ASUNCION RD / EL CAMINO R	Undetermined	35.435	-120.6039
Three	San Luis Obispo	8/28/2010	6700	0.1	HWY 46W  / OLD CREEK RD	Undetermined	35.5339	-120.8589
Three	San Luis Obispo	8/28/2010	6687	3	PILITAS	Campfire	35.37	-120.4431
Three	San Luis Obispo	8/30/2010	6752	1	N HWY 101  / 4TH ST ON RA	Campfire	35.1369	-120.625
Three	San Luis Obispo	8/30/2010	6755	0.5	LAKE	Undetermined	35.3189	-120.5089
Three	San Luis Obispo	8/31/2010	6769	0.8	THE Y SLO_CO	Undetermined	35.7339	-120.2861
Three	San Luis Obispo	9/2/2010	6840	4	GENESEO	Campfire	35.5769	-120.5489
Three	San Luis Obispo	9/4/2010	6885	0.3	31 SHAN	Undetermined	35.655	-120.3681
Three	San Luis Obispo	9/6/2010	6963	4	BITTERWATER	Campfire	35.6481	-120.2119
Three	San Luis Obispo	9/7/2010	6976	1	BIDDLE COUNTY PARK SLO_CO	Undetermined	35.1811	-120.5181
Three	San Luis Obispo	9/7/2010	6990	2	TRACY	Arson	35.3661	-120.0411
Three	San Luis Obispo	9/10/2010	7092	0.3	N HWY 101  / AVILA BEACH	Campfire	35.175	-120.6969
Three	San Luis Obispo	9/11/2010	7109	0.1	S HWY 101  / TASSAJARA CR	Undetermined	35.3711	-120.6411
Three	San Luis Obispo	9/11/2010	7126	1	JACK RANCH CAFE SLO_CO	Undetermined	35.7169	-120.3019
Three	San Luis Obispo	9/11/2010	7125	0.1	ESTRELLA RD / JARDINE RD	Undetermined	35.7019	-120.6031
Three	San Luis Obispo	9/13/2010	7180	1	RYAN	Undetermined	35.5281	-120.5131
Three	San Luis Obispo	9/14/2010	212	0.1		Undetermined	35.6569	-120.5281
Three	San Luis Obispo	9/15/2010	7247	0.1	HIGUERA	Campfire	35.2	-120.6981
Three	San Luis Obispo	9/16/2010	7271	0.1	HI MOUNTAIN RD  SLO_CO	Undetermined	35.19	-120.4339
Three	San Luis Obispo	9/17/2010	7298	0.3	SHANDON	Undetermined	35.655	-120.3819
Three	San Luis Obispo	9/18/2010	7323	0.2	S HWY 101  / WELLSONA RD	Undetermined	35.6961	-120.6969
Three	San Luis Obispo	9/20/2010	7381	3.5	WATERS END RD / UPPER LOP	Playing With Fire	35.2289	-120.4739
Three	San Luis Obispo	9/21/2010	7405	1	CUESTA	Campfire	35.345	-120.7669
Three	San Luis Obispo	9/21/2010	7407	1	GILARDI	Campfire	35.355	-120.785
Three	San Luis Obispo	9/26/2010	756	0.1		Undetermined	35.7089	-120.695
Three	San Luis Obispo	9/26/2010	7549	0.1	PARKHILL RD / SEVEN OAKS	Undetermined	35.3931	-120.5219
Three	San Luis Obispo	9/27/2010	7596	1	BITTERWATER RD / GILLIS C	Campfire	35.6481	-120.2119
Three	San Luis Obispo	9/27/2010	7599	0.1	EL POMAR DR / VAQUERO DR	Undetermined	35.5589	-120.6319
Three	San Luis Obispo	9/28/2010	7634	1	ALBERT	Undetermined	35.0469	-120.5589
Three	San Luis Obispo	9/28/2010	7642	0.3	NOEL WY  SLO_CO	Campfire	35.6311	-121.0931
Three	San Luis Obispo	10/2/2010	7768	1	HUASNA	Lightning	35.0831	-120.3181
Three	San Luis Obispo	10/4/2010	7828	1	GUADALUPE RD / OLIVERA AV	Undetermined	35.04	-120.5681
Three	San Luis Obispo	10/9/2010	7961	0.5	NACIMIENTO	Undetermined	35.6519	-120.7239
Three	San Luis Obispo	10/9/2010	7983	0.1	GREEN VALLEY RD / HWY 46W	Undetermined	35.5411	-121.0061
Three	San Luis Obispo	10/9/2010	7955	0.1	SAN JUAN RD / TOBY WAY	Arson	35.655	-120.3639
Three	San Luis Obispo	10/9/2010	7974	200	LAKE	Campfire	35.7611	-120.885
Three	San Luis Obispo	10/11/2010	8019	1	MARCOS	Undetermined	35.7219	-120.6981
Three	San Luis Obispo	10/13/2010	8057	2	ANTELOPE GRADE SLO_CO	Undetermined	35.7439	-120.23
Three	San Luis Obispo	10/18/2010	8178	0.1	SALINAS RD / SANTA CLARA	Undetermined	35.4431	-120.6111
Three	San Luis Obispo	10/23/2010	8311	0.1	EDNA RD  SLO_CO	Undetermined	35.205	-120.6131
Three	San Luis Obispo	10/26/2010	8386	185	ANTELOPE	Campfire	35.7269	-120.195
Three	San Luis Obispo	10/27/2010	8431	1	FRONT ST / SAN RAFAEL ST	Undetermined	35.1781	-120.73
Three	San Luis Obispo	10/27/2010	8421	0.1	SAN LUISITO CREEK RD /S H	Campfire	35.355	-120.785
Three	San Luis Obispo	10/29/2010	8461	23	ROCKY	Arson	35.4911	-120.5419
Three	San Luis Obispo	10/29/2010	8477	0.1	N SANTA MARGARITA RD / ME	Undetermined	35.435	-120.6281
Three	San Luis Obispo	11/6/2010	8682	0.1	HUNTER PL  SLO_CO	Undetermined	35.6861	-120.6989
Three	San Luis Obispo	11/6/2010	8675	0.1	EL POMAR DR  SLO_CO	Undetermined	35.5589	-120.6869
Three	San Luis Obispo	11/6/2010	8681	0.1	CRESTON EUREKA RD / HOMES	Undetermined	35.5111	-120.6381
Three	San Luis Obispo	11/11/2010	8801	1	CONCHO	Playing With Fire	35.5739	-120.6731
Three	San Luis Obispo	11/12/2010	8821	0.1	VINEYARD	Undetermined	35.5739	-120.7931
Three	San Luis Obispo	11/13/2010	8855	0.5	DOVE	Playing With Fire	35.5461	-120.7581
Three	San Luis Obispo	11/16/2010	8922	1.5	CAMP 8 RD / CRESTON RD	Undetermined	35.56	-120.51
Three	San Luis Obispo	11/16/2010	8936	0.1	CORBETT CANYON RD / TIFFA	Undetermined	35.1919	-120.5861
Three	San Luis Obispo	11/20/2010	9026	0.1	RAMADA DR /N MAIN ST	Campfire	35.565	-120.7011
Three	San Luis Obispo	11/24/2010	9121	0.1	HWY 1  / VILLA CREEK RD	Undetermined	35.4689	-120.9781
Three	San Luis Obispo	11/26/2010	9171	0.1	ROCKY BUTTE TRUCK TRL / B	Undetermined	35.7769	-121.1839
Three	San Luis Obispo	11/26/2010	9180	0.1	S HWY 101  / TASSAJARA CR	Undetermined	35.3739	-120.6489
Three	San Luis Obispo	12/2/2010	9329	0.1	ORCHARD RD / CHERRY BLOSS	Undetermined	35.015	-120.4769
Three	San Luis Obispo	12/3/2010	9354	0.1	WHITE OAK RD / RIDGE RD	Undetermined	35.5181	-120.73
Three	San Luis Obispo	12/9/2010	9506	0.1	CLARKSBURG RD / BELMONT T	Undetermined	35.3081	-119.9431
Three	San Luis Obispo	12/13/2010	9602	0.1	AVILA VALLEY DR  SLO_CO	Undetermined	35.1931	-120.7069
Three	San Luis Obispo	12/16/2010	9678	0.1	DALE AVE / HETRICK AVE	Undetermined	35.0719	-120.5231
Three	San Luis Obispo	12/31/2010	10152	0.1	LONGVIEW AVE  PB	Undetermined	35.1531	-120.6361
Three	San Luis Obispo	12/31/2010	10151	0.1	GERONIMO	Undetermined	35.45	-120.9331
